Name,Price,Model Year,Mileage,Engine Type,Transmission,Registered City,Color,Assembly,Body Type,Capacity
Honda Fit 1.3 Hybrid Navi Premium Selection 2011,2100000.0,2011,184738,Hybrid,Automatic,Okara,Blue,Imported,Hatchback,1300 cc
Suzuki Wagon R VXL 2015,1575000.0,2015,112580,Petrol,Manual,Lahore,Assembly,Local,Hatchback,1000 cc
Daihatsu Boon 1.0 CL Limited 2019,3800000.0,2019,31627,Petrol,Automatic,Islamabad,White,Imported,Hatchback,660 cc
Suzuki Alto VXR 2022,2215000.0,2022,1000,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Suzuki Cultus VXR 2018,2000000.0,2018,59299,Petrol,Manual,Karachi,White,Local,Hatchback,1000 cc
Toyota Corolla Altis Grande CVT-i 1.8 2016,3535000.0,2016,84000,Petrol,Automatic,Punjab,White,Local,Sedan,1800 cc
Toyota Premio X 1.8 2003,2790000.0,2003,97000,Petrol,Automatic,Islamabad,Silver,Imported,Sedan,1800 cc
Honda City 1.3 i-VTEC 2018,3200000.0,2018,50000,Petrol,Manual,Islamabad,Silver,Local,Sedan,1300 cc
Toyota Corolla Altis Grande CVT-i 1.8 2018,3990000.0,2018,57611,Petrol,Automatic,Karachi,White,Local,Sedan,1800 cc
Honda HR-V VTi-S 2022,6570000.0,2022,36,Petrol,Automatic,Un-Registered,White,Local,Crossover,1500 cc
Suzuki Alto VXL AGS 2022,2480000.0,2022,47,Petrol,Automatic,Un-Registered,White,Local,Hatchback,660 cc
Toyota Corolla LX Limited 1.3 1995,1000000.0,1995,123,Petrol,Manual,Karachi,Red,Local,Sedan,1300 cc
Toyota Corolla Altis Automatic 1.6 2018,3025000.0,2018,105000,Petrol,Automatic,Karachi,Silver,Local,Sedan,1600 cc
Hyundai Tucson FWD A/T GLS Sport 2020,6800000.0,2020,62000,Petrol,Automatic,Lahore,White,Local,SUV,2000 cc
Suzuki Alto VXR 2019,1855000.0,2019,58000,Petrol,Manual,Lahore,Silver,Local,Hatchback,660 cc
Toyota Camry Up-Spec Automatic 2.4 2007,3200000.0,2007,94270,Petrol,Automatic,Karachi,Silver,Imported,Sedan,2400 cc
Toyota Vitz F 1.0 2013,2330000.0,2013,62000,Petrol,Automatic,Lahore,White,Imported,Hatchback,1000 cc
Honda BR-V i-VTEC 2018,3500000.0,2018,56140,Petrol,Automatic,Karachi,Grey,Local,MPV,1500 cc
Suzuki Wagon R 2015,1850000.0,2015,70000,Petrol,Automatic,Islamabad,Blue,Imported,,660 cc
Honda City i-DSI 2006,1675000.0,2006,148000,Petrol,Manual,Islamabad,Grey,Local,Sedan,1300 cc
Suzuki Cultus VXL 2017,1985000.0000000002,2017,72000,Petrol,Manual,Lahore,Beige,Local,Hatchback,1000 cc
Honda HR-V VTi-S 2022,6450000.0,2022,850,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1500 cc
Honda City Aspire 1.3 i-VTEC 2016,2500000.0,2016,155948,Petrol,Manual,Lahore,Beige,Local,Sedan,1300 cc
KIA Picanto 1.0 MT 2020,2500000.0,2020,38252,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000 cc
Toyota Passo X 2008,1390000.0,2008,131703,Petrol,Automatic,Lahore,Black,Imported,Hatchback,1000 cc
Honda City i-DSI Vario 2005,1400000.0,2005,229622,Petrol,Automatic,Sialkot,Silver,Local,Sedan,1300 cc
KIA Sportage AWD 2022,7000000.0,2022,5887,Petrol,Automatic,Lahore,Black,Local,SUV,2000 cc
Toyota Corolla Altis Automatic 1.6 2017,3900000.0,2017,39558,Petrol,Automatic,Lahore,White,Local,Sedan,1600 cc
DFSK Glory 580 Pro 2021,4850000.0,2021,33934,Petrol,Automatic,Lahore,Silver,Local,Crossover,1500 cc
Toyota Vitz F 1.0 2014,2700000.0,2014,145121,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,1000 cc
Porsche Panamera 4 2019,80000000.0,2019,7690,Petrol,Automatic,Lahore,Assembly,Imported,Sedan,3000 cc
Toyota Corolla Altis Automatic 1.6 2022,4750000.0,2022,17000,Petrol,Automatic,Punjab,Black,Local,Sedan,1600 cc
Haval Jolion Top 2021,7000000.0,2021,23000,Petrol,Automatic,Punjab,Grey,Imported,Crossover,1500 cc
Toyota Corolla Altis Automatic 1.6 2019,3775000.0,2019,55000,Petrol,Automatic,Karachi,White,Local,Sedan,1600 cc
Suzuki Wagon R VXL 2018,1839999.9999999998,2018,50000,Petrol,Manual,Karachi,Grey,Local,Hatchback,1000 cc
Suzuki Swift DLX Automatic 1.3 Navigation 2021,2900000.0,2021,14200,Petrol,Automatic,Lahore,White,Local,Hatchback,1300 cc
Honda Civic Turbo 1.5 VTEC CVT 2016,4050000.0,2016,99000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1500 cc
Toyota Corolla X 1.3 2005,1150000.0,2005,300000,Petrol,Manual,Punjab,White,Imported,Sedan,1300 cc
Nissan Note 1.2E 2019,4550000.0,2019,56742,Petrol,Automatic,Un-Registered,Assembly,Imported,Hatchback,1198 cc
Toyota Vitz F 1.0 2018,3400000.0,2018,49192,Petrol,Automatic,Un-Registered,Blue,Imported,Hatchback,1000 cc
Toyota Aqua X Urban 2015,3350000.0,2015,115525,Hybrid,Automatic,Islamabad,Yellow,Imported,Hatchback,1500 cc
Nissan Note 1.2E 2018,3775000.0,2018,54904,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,1198 cc
Toyota Prado TZ 4.0 2014,23000000.0,2014,90699,Petrol,Automatic,Abbottabad,White,Imported,SUV,4000 cc
Suzuki Swift GL CVT 2022,3420000.0000000005,2022,7005,Petrol,Automatic,Un-Registered,White,Local,Hatchback,1200 cc
Suzuki Wagon R VXL 2018,1895000.0,2018,73693,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Suzuki Cultus Limited Edition 2016,1350000.0,2016,65026,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4600000.0,2017,116920,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Toyota Prius S 2015,Call for price,2015,145000,Hybrid,Automatic,Islamabad,Silver,Imported,Sedan,1800 cc
Suzuki Alto VXR 2022,2180000.0,2022,47,Petrol,Manual,Karachi,White,Local,Hatchback,660 cc
Honda City 1.5L ASPIRE CVT 2022,4200000.0,2022,12000,Petrol,Automatic,Un-Registered,White,Local,Compact sedan,1500 cc
Suzuki Alto VXL AGS 2021,2300000.0,2021,15000,Petrol,Automatic,Karachi,Grey,Local,Hatchback,660 cc
Suzuki Alto VXL AGS 2022,2500000.0,2022,2375,Petrol,Automatic,Karachi,Silver,Local,Hatchback,660 cc
Suzuki Alto VXR 2010,735000.0,2010,176764,Petrol,Manual,Karachi,Grey,Local,Hatchback,1000 cc
Hyundai Elantra GLS 2022,5500000.0,2022,65,Petrol,Automatic,Un-Registered,Black,Local,Sedan,2000 cc
Suzuki Alto VXR 2006,750000.0,2006,174342,Petrol,Manual,Karachi,Beige,Local,Hatchback,1000 cc
Suzuki Swift DLX 1.3 2012,1580000.0,2012,107000,Petrol,Manual,Karachi,White,Local,Hatchback,1300 cc
KIA Sportage AWD 2020,6175000.0,2020,34000,Petrol,Automatic,Islamabad,White,Local,SUV,2000 cc
Suzuki Swift DLX Automatic 1.3 Navigation 2014,1700000.0,2014,110387,Petrol,Automatic,Karachi,White,Local,Hatchback,1300 cc
Suzuki Cultus Limited Edition 2017,1365000.0,2017,88000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Suzuki Swift DLX Automatic 1.3 Navigation 2019,2200000.0,2019,64881,Petrol,Automatic,Karachi,White,Local,Hatchback,1300 cc
Suzuki Swift DLX 1.3 Navigation  2017,1795000.0,2017,55667,Petrol,Manual,Karachi,Silver,Local,Hatchback,1300 cc
Toyota Corolla Axio G 2016,4775000.0,2016,68000,Petrol,Automatic,Karachi,White,Local,Sedan,1500 cc
Suzuki Swift DLX 1.3 Navigation  2014,1550000.0,2014,76452,Petrol,Manual,Karachi,Silver,Local,Hatchback,1300 cc
Suzuki Swift GLX CVT 2022,4000000.0,2022,96,Petrol,Automatic,Karachi,Silver,Local,Hatchback,1200 cc
Suzuki Swift DLX 1.3 Navigation  2018,1850000.0,2018,47679,Petrol,Manual,Karachi,White,Local,Hatchback,1300 cc
Suzuki Swift DLX 1.3 2015,1600000.0,2015,69475,Petrol,Manual,Karachi,Maroon,Local,Hatchback,1300 cc
Suzuki Swift DX 1.3 2015,1600000.0,2015,89625,Petrol,Manual,Karachi,Silver,Local,Hatchback,1300 cc
Hyundai Elantra GLS 2021,5120000.0,2021,30664,Petrol,Automatic,Islamabad,White,Local,Sedan,2000 cc
Porsche Cayenne S E-Hybrid Platinum Edition 2015,19000000.0,2015,85000,Petrol,Automatic,Lahore,Black,Imported,SUV,3000 cc
Suzuki Alto VXR 2022,1900000.0,2022,4000,Petrol,Manual,Karachi,White,Local,Hatchback,660 cc
Toyota Passo X S  2020,3800000.0,2020,5471,Petrol,Automatic,Un-Registered,Beige,Imported,Hatchback,1000 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,2390000.0,2010,116395,Petrol,Automatic,Lahore,Assembly,Local,Sedan,1800 cc
Daihatsu Mira ES 2014,1900000.0,2014,80616,Petrol,Automatic,Lahore,Assembly,Imported,Hatchback,660 cc
Toyota Corolla Altis Grande CVT-i 1.8 2018,4300000.0,2018,100389,Petrol,Automatic,Lahore,Assembly,Local,Sedan,1800 cc
Honda Civic EXi 2005,1250000.0,2005,209340,Petrol,Manual,Lahore,White,Local,Sedan,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2016,4050000.0,2016,83394,Petrol,Automatic,Islamabad,Assembly,Local,Sedan,1800 cc
Daihatsu Mira L 2008,1370000.0,2008,157647,Petrol,Automatic,Islamabad,Black,Imported,Hatchback,660 cc
Suzuki Mehran VX 2011,600000.0,2011,10143,Petrol,Manual,Bahawalpur,White,Local,Hatchback,800 cc
Suzuki Alto VXL AGS 2022,2525000.0,2022,67,Petrol,Automatic,Karachi,White,Local,Hatchback,660 cc
KIA Sportage FWD 2022,6700000.0,2022,16830,Petrol,Automatic,Lahore,Black,Local,SUV,2000 cc
Honda City 1.3 i-VTEC 2015,2130000.0,2015,56828,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Suzuki Alto VXR 2019,1700000.0,2019,119146,Petrol,Manual,Karachi,Silver,Local,Hatchback,660 cc
Toyota Aqua G 2019,5100000.0,2019,6352,Hybrid,Automatic,Un-Registered,Assembly,Imported,Hatchback,1500 cc
Prince Pearl MT 2020,1260000.0,2020,3867,Petrol,Manual,Quetta,White,Local,Hatchback,800 cc
Honda Civic 1.5 RS Turbo 2022,7850000.0,2022,45,Petrol,Automatic,Un-Registered,Black,Local,Sedan,1500 cc
Honda Civic VTi 1.8 i-VTEC 2011,1869000.0000000002,2011,103000,Petrol,Manual,Islamabad,Silver,Local,Sedan,1800 cc
Audi e-tron 50 Quattro 230 kW 2022,26500000.0,2022,50,,Automatic,Lahore,Black,Local,SUV,
Honda City i-DSI 2005,1250000.0,2005,320000,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Honda City 1.5L ASPIRE CVT 2022,4200000.0,2022,6658,Petrol,Automatic,Lahore,White,Local,Compact sedan,1500 cc
Suzuki Alto 2015,1900000.0,2015,95183,Petrol,Automatic,Karachi,Silver,Imported,,660 cc
Toyota Aqua G LED Soft Leather Selection  2014,2650000.0,2014,142130,Hybrid,Automatic,Karachi,Maroon,Imported,Hatchback,1500 cc
Toyota Fortuner 2.8 Sigma 4 2022,15200000.0,2022,1294,Diesel,Automatic,Karachi,Black,Local,SUV,2800 cc
Suzuki Bolan VX Euro II 2022,1850000.0,2022,2828,Petrol,Manual,Un-Registered,White,Local,Van,800 cc
Suzuki Wagon R VXL 2017,1730000.0,2017,62878,Petrol,Manual,Karachi,Gold,Local,Hatchback,1000 cc
Toyota Fortuner 2.7 V 2021,11500000.0,2021,16898,Petrol,Automatic,Karachi,Assembly,Local,SUV,2700 cc
Changan Karvaan Plus 2021,2200000.0,2021,39000,Petrol,Manual,Sindh,White,Local,Mini Van,1000 cc
KIA Picanto 1.0 AT 2020,2325000.0,2020,33824,Petrol,Automatic,Karachi,Silver,Local,Hatchback,1000 cc
Suzuki Alto VXR 2022,2250000.0,2022,4000,Petrol,Manual,Punjab,Silver,Local,Hatchback,660 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,2985000.0,2015,82000,Petrol,Automatic,Abbottabad,Black,Imported,Sedan,1800 cc
KIA Picanto 1.0 AT 2020,2450000.0,2020,25088,Petrol,Automatic,Karachi,Blue,Local,Hatchback,1000 cc
Mercedes Benz C Class C180 2022,Call for price,2022,16,Petrol,Automatic,Un-Registered,Assembly,Imported,Sedan,1800 cc
Audi A5 S5 Sportback 2019,Call for price,2019,500,Petrol,Automatic,Karachi,Assembly,Imported,Sedan,3000 cc
Toyota Prius S 2019,6700000.0,2019,74630,Hybrid,Automatic,Punjab,White,Imported,Sedan,1800 cc
Toyota Land Cruiser AX 2016,31500000.0,2016,63239,Petrol,Automatic,Lahore,Black,Imported,SUV,4600 cc
Toyota Corolla Altis Grande CVT-i 1.8 2018,4650000.0,2018,12323,Petrol,Automatic,Lahore,Black,Local,Sedan,1800 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5200000.0,2021,32000,Petrol,Automatic,Punjab,White,Local,Sedan,1800 cc
Toyota Fortuner 2.7 VVTi 2014,6700000.0,2014,86729,Petrol,Automatic,Lahore,White,Local,SUV,2700 cc
Toyota Corolla XLi VVTi 2011,1725000.0,2011,130766,Petrol,Manual,Lahore,Black,Local,Sedan,1300 cc
Toyota Fortuner 2.7 VVTi 2017,8750000.0,2017,79684,Petrol,Automatic,Islamabad,White,Local,SUV,2700 cc
Daihatsu Rocky G 2020,5600000.0,2020,9276,Petrol,Automatic,Un-Registered,Silver,Imported,Crossover,1000 cc
Toyota Fortuner 2.7 G 2016,7400000.0,2016,58820,Petrol,Automatic,Lahore,White,Local,SUV,2700 cc
KIA Picanto 1.0 AT 2022,2850000.0,2022,35000,Petrol,Automatic,Punjab,White,Local,Hatchback,1000 cc
Mercedes Benz E Class E 180 AMG 2020,Call for price,2020,900,Petrol,Automatic,Karachi,Assembly,Imported,Sedan,1500 cc
Honda City 1.2L M/T 2022,3550000.0,2022,10591,Petrol,Manual,Islamabad,White,Local,Compact sedan,1200 cc
Toyota Fortuner 2.8 Sigma 4 2018,10600000.0,2018,60088,Diesel,Automatic,Lahore,Black,Local,SUV,2800 cc
Suzuki Cultus VXL 2017,1995000.0,2017,78800,Petrol,Manual,Punjab,Blue,Local,Hatchback,1000 cc
Suzuki Khyber Plus 1990,315000.0,1990,15,Petrol,Manual,Karachi,Red,Local,Hatchback,1000 cc
Suzuki Alto VXR 2022,2280000.0,2022,7300,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Suzuki Alto ECO-L 2014,1480000.0,2014,98554,Petrol,Automatic,Peshawar,Maroon,Imported,Hatchback,660 cc
Honda City 1.3 i-VTEC 2016,2750000.0,2016,130000,Petrol,Manual,Islamabad,Silver,Local,Sedan,1300 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4190000.0,2018,120000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Suzuki Khyber Limited Edition 1997,480000.0,1997,16,Petrol,Manual,Karachi,Red,Imported,Hatchback,1000 cc
Suzuki Alto VXR (CNG) 2012,1125000.0,2012,100000,Petrol,Manual,Punjab,Grey,Local,Hatchback,1000 cc
Nissan Patrol 4.8 GRX Automatic 1999,4200000.0,1999,100000,Petrol,Automatic,Karachi,Green,Imported,SUV,4500 cc
Suzuki Vitara GLX 1.6 1992,1250000.0,1992,100000,Petrol,Manual,Gujranwala,Maroon,Imported,SUV,1500 cc
Honda City 1.5L ASPIRE CVT 2022,4280000.0,2022,4100,Petrol,Automatic,Islamabad,White,Local,Compact sedan,1500 cc
Mitsubishi Pajero Super Exceed 3.0 1991,2500000.0,1991,105000,Petrol,Automatic,Lahore,Silver,Imported,SUV,3000 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2018,3929999.9999999995,2018,28000,Petrol,Automatic,Islamabad,White,Local,Sedan,1300 cc
Toyota Corolla GLi 1.3 VVTi 2018,3600000.0,2018,48000,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Honda N One G L Package  2016,2325000.0,2016,63000,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,660 cc
Honda Fit 2013,2600000.0,2013,191000,Hybrid,Automatic,Punjab,Grey,Imported,,1500 cc
DFSK Glory 580 Pro 2021,5100000.0,2021,21898,Petrol,Automatic,Islamabad,Silver,Local,Crossover,1500 cc
Honda Vezel 2015,3700000.0,2015,104585,Petrol,Automatic,Lahore,Silver,Imported,,1600 cc
Suzuki Wagon R VXR 2017,1630000.0,2017,80463,Petrol,Manual,Adda jahan khan,Grey,Local,Hatchback,1000 cc
Honda City Aspire 1.5 i-VTEC 2014,2150000.0,2014,126313,Petrol,Manual,Lahore,Red,Local,Sedan,1500 cc
KIA Sportage AWD 2020,5900000.0,2020,63012,Petrol,Automatic,Lahore,White,Local,SUV,2000 cc
KIA Picanto 1.0 AT 2022,2990000.0,2022,1141,Petrol,Automatic,Lahore,Silver,Local,Hatchback,1000 cc
KIA Picanto 1.0 AT 2022,3000000.0,2022,63,Petrol,Automatic,Un-Registered,White,Local,Hatchback,1000 cc
KIA Picanto 1.0 MT 2021,2600000.0,2021,21804,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Mercedes Benz E Class E 180 AMG 2020,Call for price,2020,4900,Petrol,Automatic,Karachi,Assembly,Imported,Sedan,1500 cc
Mercedes Benz C Class C180 2018,Call for price,2018,21000,Petrol,Automatic,Karachi,Black,Imported,Sedan,1800 cc
Mercedes Benz E Class E 180 AMG 2022,Call for price,2022,11,Petrol,Automatic,Un-Registered,Assembly,Imported,Sedan,1500 cc
Mercedes Benz C Class C180 2022,Call for price,2022,35,Petrol,Automatic,Un-Registered,Black,Imported,Sedan,1800 cc
Toyota Fortuner 2.8 Sigma 4 2022,Call for price,2022,31,Diesel,Automatic,Un-Registered,Black,Local,SUV,2800 cc
Toyota Hilux Revo V Automatic 2.8 2021,9700000.0,2021,17000,Diesel,Automatic,Sindh,White,Local,Double Cabin,2800 cc
KIA Picanto 1.0 AT 2022,3100000.0,2022,38,Petrol,Automatic,Un-Registered,Blue,Local,Hatchback,1000 cc
Toyota Yaris ATIV MT 1.3 2022,3600000.0,2022,7000,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Suzuki Cultus VXR 2007,650000.0,2007,24795,Petrol,Manual,Karachi,Blue,Local,Hatchback,1000 cc
Suzuki Cultus VXR 2018,2150000.0,2018,60148,Petrol,Manual,Karachi,White,Local,Hatchback,1000 cc
Suzuki Cultus VXRi (CNG) 2010,1015000.0,2010,70590,Petrol,Manual,Karachi,Grey,Local,Hatchback,1000 cc
Suzuki Cultus EURO II 2014,1480000.0,2014,66101,Petrol,Manual,Karachi,White,Local,Hatchback,1000 cc
Suzuki Swift DLX Automatic 1.3 Navigation 2021,2900000.0,2021,14000,Petrol,Automatic,Punjab,White,Local,Hatchback,1300 cc
Toyota Vitz F 1.0 2015,2850000.0,2015,68240,Petrol,Automatic,Lahore,Assembly,Imported,Hatchback,1000 cc
Toyota Corolla Altis Automatic 1.6 2016,2925000.0,2016,130000,Petrol,Automatic,Lahore,Brown,Local,Sedan,1600 cc
Toyota Corolla Altis Grande CVT-i 1.8 2018,4250000.0,2018,68000,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Mercedes Benz E Class E200 2006,2950000.0,2006,100000,Petrol,Automatic,Lahore,Black,Imported,Sedan,1800 cc
Audi Q3 1.4 TFSI 2014,6000000.0,2014,113699,Petrol,Automatic,Lahore,Assembly,Imported,Crossover,1400 cc
Toyota Yaris ATIV X CVT 1.5 2022,4250000.0,2022,6328,Petrol,Automatic,Lahore,Silver,Local,Sedan,1500 cc
Toyota C-HR S 2017,6000000.0,2017,80000,Hybrid,Automatic,Islamabad,Silver,Imported,Crossover,1800 cc
Toyota Prius S LED Edition 1.8 2011,3250000.0,2011,96708,Petrol,Automatic,Lahore,White,Imported,Sedan,1800 cc
Isuzu D-Max V-Cross Automatic 3.0 2020,7500000.0,2020,41669,Diesel,Automatic,Lahore,Black,Local,Double Cabin,3000 cc
Suzuki Wagon R VXL 2018,1850000.0,2018,44605,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
Toyota Prius 2014,3750000.0,2014,135000,Petrol,Automatic,Islamabad,Assembly,Imported,,1800 cc
Honda HR-V VTi-S 2022,Call for price,2022,25,Petrol,Automatic,Un-Registered,Assembly,Local,Crossover,1500 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,Call for price,2022,12,Petrol,Automatic,Un-Registered,White,Local,Sedan,1800 cc
Hyundai Elantra GLS 2022,5150000.0,2022,5800,Petrol,Automatic,Islamabad,White,Local,Sedan,2000 cc
Suzuki Cultus Limited Edition 2016,1450000.0,2016,92999,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000 cc
Mitsubishi EK X 2019,3360000.0,2019,32000,Petrol,Automatic,Islamabad,Grey,Imported,,660 cc
Suzuki Alto 2022,2860000.0,2022,9900,Petrol,Automatic,Islamabad,Burgundy,Imported,,660 cc
Suzuki Swift GLX CVT 2022,3795000.0000000005,2022,1200,Petrol,Automatic,Karachi,Grey,Local,Hatchback,1200 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2017,3050000.0,2017,96000,Petrol,Automatic,Punjab,Black,Local,Sedan,1300 cc
Toyota Corona EX Saloon 1993,1300000.0,1993,277642,Petrol,Automatic,Islamabad,White,Imported,Sedan,1600 cc
Suzuki Bolan 2010,800000.0,2010,56000,Petrol,Manual,Punjab,White,Local,,800 cc
Toyota Corolla XLi VVTi Limited Edition 2012,2275000.0,2012,92500,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Toyota Yaris ATIV CVT 1.3 2022,3550000.0,2022,18000,Petrol,Automatic,Karachi,White,Local,Sedan,1300 cc
Honda City i-DSI 2008,1600000.0,2008,180000,Petrol,Manual,Islamabad,Black,Local,Sedan,1300 cc
Suzuki Wagon R VXL 2015,1525000.0,2015,83000,Petrol,Manual,Islamabad,Silver,Local,Hatchback,1000 cc
Toyota Corolla 2006,2070000.0,2006,183000,,Automatic,Lahore,White,Imported,,1500 cc
Suzuki Cultus VXR 2007,730000.0,2007,95000,Petrol,Manual,Islamabad,Silver,Local,Hatchback,1000 cc
Suzuki Mehran VXR Euro II 2018,1330000.0,2018,32000,Petrol,Manual,Islamabad,White,Local,Hatchback,796 cc
Suzuki Mehran VX (CNG) 2005,670000.0,2005,67000,Petrol,Manual,Islamabad,Silver,Local,Hatchback,800 cc
Honda Civic VTi Oriel 1.8 i-VTEC 2007,1495000.0,2007,169000,Petrol,Automatic,Lahore,Black,Imported,Sedan,1800 cc
Honda City Aspire 1.5 i-VTEC 2015,2140000.0,2015,91037,Petrol,Manual,Karachi,Black,Local,Sedan,1500 cc
Suzuki Swift GLX CVT 2022,3800000.0,2022,27,Petrol,Automatic,Un-Registered,Grey,Local,Hatchback,1200 cc
Suzuki Mehran VXR Euro II 2017,1150000.0,2017,36826,Petrol,Manual,Lahore,Grey,Local,Hatchback,796 cc
Toyota Corolla XLi VVTi 2015,2675000.0,2015,68000,Petrol,Manual,Sindh,White,Local,Sedan,1300 cc
Suzuki Liana RXi (CNG) 2012,1300000.0,2012,152716,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Toyota Vitz F Safety Edition II 2018,3550000.0,2018,30884,Petrol,Automatic,Lahore,Black,Imported,Hatchback,1000 cc
Suzuki Swift GLX CVT 2022,3750000.0,2022,5186,Petrol,Automatic,Lahore,Assembly,Local,Hatchback,1200 cc
Suzuki Swift GLX CVT 2022,3800000.0,2022,30,Petrol,Automatic,Un-Registered,Silver,Local,Hatchback,1200 cc
Suzuki Wagon R VXL 2016,1639999.9999999998,2016,87363,Petrol,Manual,Lahore,Gold,Local,Hatchback,1000 cc
Suzuki Wagon R VXL 2019,2150000.0,2019,52358,Petrol,Manual,Islamabad,White,Local,Hatchback,1000 cc
Toyota Corolla Altis Automatic 1.6 2019,3760000.0,2019,80000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Honda Civic 1.5 RS Turbo 2022,7700000.0,2022,10000,Petrol,Automatic,Un-Registered,Black,Local,Sedan,1500 cc
Honda Fit 13G 2011,1950000.0,2011,147903,Hybrid,Automatic,Karachi,Red,Imported,Hatchback,1300 cc
Toyota Corolla XLi Automatic 2020,3500000.0,2020,6800,Petrol,Automatic,Karachi,Black,Local,Sedan,1300 cc
Hyundai Tucson AWD A/T Ultimate 2022,7530000.0,2022,30,Petrol,Automatic,Un-Registered,White,Local,SUV,2000 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2013,2200000.0,2013,108520,Petrol,Automatic,Karachi,Red,Local,Sedan,1500 cc
Audi A3 1.2 TFSI Standard 2016,5500000.0,2016,39510,Petrol,Automatic,Karachi,White,Local,Sedan,1200 cc
Toyota Hilux Vigo Champ GX 2015,7650000.0,2015,30755,Diesel,Automatic,Karachi,Assembly,Local,Double Cabin,2500 cc
Suzuki Bolan GL 2011,450000.0,2011,100,Petrol,Manual,Punjab,Black,Local,Micro Van,800 cc
KIA Sportage AWD 2021,7000000.0,2021,34000,Petrol,Automatic,Islamabad,Black,Local,SUV,2000 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,6150000.0,2022,10,Petrol,Automatic,Un-Registered,White,Local,Sedan,1800 cc
Suzuki Alto VXR (CNG) 2011,1150000.0,2011,14,Petrol,Manual,Lahore,Assembly,Local,Hatchback,1000 cc
Toyota Passo X L Package 2013,2200000.0,2013,105000,Petrol,Automatic,Islamabad,Grey,Imported,Hatchback,1000 cc
Suzuki Swift GLX CVT 2022,4000000.0,2022,1000,Petrol,Automatic,Karachi,Silver,Local,Hatchback,1200 cc
Toyota Vitz B 1.0 2005,1545000.0,2005,200000,Petrol,Automatic,Lahore,Navy,Imported,Hatchback,1000 cc
Proton Saga 1.3L Ace A/T 2022,2775000.0,2022,14500,Petrol,Automatic,Un-Registered,White,Local,Sedan,1300 cc
Toyota Passo X G Package 2014,2465000.0,2014,92000,Petrol,Automatic,Islamabad,White,Imported,Hatchback,1000 cc
KIA Sportage FWD 2021,6200000.0,2021,13000,Petrol,Automatic,Karachi,White,Local,SUV,2000 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2020,3490000.0,2020,44000,Petrol,Automatic,Karachi,White,Local,Sedan,1300 cc
Suzuki Wagon R VXL 2017,1780000.0,2017,74465,Petrol,Manual,Lahore,Maroon,Local,Hatchback,1000 cc
Suzuki Swift DLX 1.3 2014,1550000.0,2014,122708,Petrol,Manual,Lahore,Black,Local,Hatchback,1300 cc
Suzuki Wagon R VXR 2018,1950000.0,2018,77611,Petrol,Manual,Lahore,Black,Local,Hatchback,1000 cc
